CustomerID,Region,State,Gender,Age,Address,City,Zip,customer_type,purchase_category,payment_type,Income
482-17-1179,South,Florida,Male,57,2074 Laurel Lane,Sunview,95720,Member,Electronic accessories,Credit card,109197
483-71-1164,East,Rhode Island,Female,54,950 Brookside Court,Berkshire,93698,Normal,Health and beauty,Ewallet,54992
484-22-8230,East,New Jersey,Female,30,1848 Pierce Lane,Fallbrook,91076,Member,Fashion accessories,Cash,107593
485-30-8700,West,California,Female,64,783 Catherine St.,Hillsburg,96457,Normal,Sports and travel,Credit card,27083
487-79-6868,East,Maine,Female,26,1763 Middle River Rd.,Orange,99266,Member,Home and lifestyle,Credit card,89749
488-25-4221,East,Vermont,Female,33,714 S. Shadow Brook Drive,Hampshire,96915,Member,Food and beverages,Credit card,33122
489-64-4354,Midwest,Iowa,Male,52,1946 Pierce Lane,Fallbrook,95921,Normal,Fashion accessories,Cash,67312
489-82-1237,West,Utah,Female,35,905 S. Harrison Dr,Cerritos,91162,Normal,Electronic accessories,Credit card,35936
490-29-1201,South,Florida,Female,53,2193 Sierra Rd.,Beaumont,90726,Normal,Sports and travel,Cash,75332
490-95-0021,Midwest,Wisconsin,Female,66,1741 Indian Summer St,Griner,97814,Member,Food and beverages,Ewallet,69405
491-38-3499,Midwest,South Dakota,Male,29,1055 S. Elizabeth Dr.,Sunderlun,95425,Member,Fashion accessories,Credit card,31670
493-65-6248,West,Colorado,Female,58,523 Pierce Lane,Fallbrook,98008,Member,Sports and travel,Credit card,86323
497-36-0989,East,New Jersey,Male,56,1900 Indian Summer St,Griner,96704,Normal,Fashion accessories,Cash,88133
497-37-6538,South,Florida,Male,35,1194 West Lilac Lane,Greenview,96182,Normal,Sports and travel,Ewallet,63980
498-41-1961,West,California,Male,41,938 S. Harrison Dr,Cerritos,99891,Normal,Health and beauty,Cash,83469
499-27-7781,Midwest,Kansas,Female,30,1486 44th Dr.,Weatherton,90755,Normal,Food and beverages,Ewallet,96362
500-02-2261,South,Mississippi,Female,27,2083 S. Elizabeth Dr.,Sunderlun,98341,Normal,Food and beverages,Ewallet,51582
501-61-1753,West,Arizona,Female,54,356 Brookside Court,Berkshire,97070,Normal,Home and lifestyle,Ewallet,59266
502-05-1910,Midwest,South Dakota,Male,25,1811 27th Dr.,Weatherton,97775,Normal,Health and beauty,Credit card,61181
503-07-0930,East,Maine,Male,44,403 Brookside Court,Berkshire,92566,Member,Sports and travel,Credit card,55089
503-21-4385,South,Mississippi,Male,35,124 Gates Drive,Summerville,95648,Member,Health and beauty,Ewallet,83110
504-35-8843,Midwest,Wisconsin,Male,64,1809 Middle River Rd.,Orange,93760,Normal,Sports and travel,Cash,68499
505-02-0892,Midwest,Wisconsin,Male,27,1454 S. Harrison Dr,Cerritos,91262,Member,Health and beauty,Ewallet,103860
509-10-0516,East,Vermont,Male,54,679 Morris St.,Hamburg,90071,Normal,Home and lifestyle,Ewallet,94017
509-29-3912,Midwest,Wisconsin,Female,52,1357 34th Dr.,Weatherton,90062,Member,Sports and travel,Ewallet,54442
510-09-5628,West,California,Female,33,941 Hilldale Street,Wasburg,93310,Member,Fashion accessories,Credit card,40046
510-79-0415,West,Arizona,Female,49,1429 Pierce Lane,Fallbrook,94427,Member,Sports and travel,Ewallet,64894
510-95-6347,South,Maryland,Female,61,438 Mill Pond Rd.,Heathen,91029,Member,Food and beverages,Ewallet,61640
511-54-3087,East,Maine,Male,56,2349 Pierce Lane,Fallbrook,93214,Normal,Sports and travel,Credit card,81731
512-91-0811,Midwest,Iowa,Male,65,332 Brookside Court,Berkshire,95774,Normal,Health and beauty,Credit card,50700
512-98-1403,East,Vermont,Female,26,2083 Middle River Rd.,Orange,96726,Member,Electronic accessories,Ewallet,105523
514-37-2845,South,Georgia,Male,32,1734 Pierce Lane,Fallbrook,94434,Normal,Fashion accessories,Cash,109154
516-77-6464,East,Maine,Female,68,1828 Pierce Lane,Fallbrook,93616,Member,Health and beauty,Ewallet,74801
518-17-2983,Midwest,North Dakota,Female,42,314 S. Harrison Dr,Cerritos,94689,Normal,Fashion accessories,Ewallet,121183
518-71-6847,Midwest,Wisconsin,Male,64,476 Laurel Lane,Sunview,93580,Member,Food and beverages,Ewallet,54941
521-18-7827,South,Florida,Male,48,513 Laurel Lane,Sunview,93695,Member,Home and lifestyle,Credit card,26972
522-57-8364,East,Rhode Island,Male,69,1314 Princeton Rd.,Stamview,96148,Member,Fashion accessories,Ewallet,117202
523-38-0215,West,Nevada,Male,26,1159 Morris St.,Hamburg,93960,Normal,Home and lifestyle,Credit card,37979
525-09-8450,Midwest,Kansas,Male,24,1530 Morris St.,Hamburg,99639,Normal,Electronic accessories,Credit card,55744
525-88-7307,West,California,Male,40,676 S. Harrison Dr,Cerritos,93923,Member,Sports and travel,Cash,94205
526-86-8552,South,Maryland,Female,31,543 Catherine St.,Hillsburg,93168,Member,Home and lifestyle,Cash,118846
527-09-6272,East,Maine,Female,24,1022 20th Dr.,Weatherton,91587,Member,Electronic accessories,Credit card,51778
528-14-9470,East,Rhode Island,Male,29,961 Princeton Rd.,Stamview,98092,Member,Health and beauty,Ewallet,56722
528-87-5606,East,Vermont,Female,40,2233 Indian Summer St,Griner,94981,Member,Electronic accessories,Cash,63380
529-56-3974,East,New Jersey,Male,41,1362 Hilldale Street,Wasburg,92938,Member,Electronic accessories,Cash,105484
530-90-9855,Midwest,Iowa,Male,32,2187 S. Harrison Dr,Cerritos,91673,Member,Home and lifestyle,Cash,53216
531-56-4728,West,Colorado,Male,57,2197 Princeton Rd.,Stamview,96985,Normal,Home and lifestyle,Cash,55562
531-80-1784,Midwest,Iowa,Male,60,819 Middle River Rd.,Orange,93145,Normal,Electronic accessories,Cash,73776
532-59-7201,South,Mississippi,Male,54,588 Gates Drive,Summerville,90904,Member,Sports and travel,Cash,34999
533-33-5337,East,Vermont,Male,64,180 Laurel Lane,Sunview,95476,Normal,Electronic accessories,Cash,89528
533-66-5566,South,Georgia,Female,50,1411 S. Shadow Brook Drive,Hampshire,92584,Normal,Home and lifestyle,Cash,42139
534-01-4457,East,Vermont,Male,69,2318 Pierce Lane,Fallbrook,90182,Normal,Food and beverages,Credit card,31889
534-53-3526,West,Arizona,Female,61,2136 Morris St.,Hamburg,94317,Normal,Sports and travel,Ewallet,109779
537-72-0426,East,Vermont,Male,26,470 Brook St.,Glory View,94263,Member,Fashion accessories,Cash,74552
538-22-0304,West,Colorado,Male,69,1904 Middle River Rd.,Orange,98200,Normal,Electronic accessories,Cash,41290
539-21-7227,East,New York,Female,63,2386 Middle River Rd.,Orange,93924,Normal,Sports and travel,Cash,101521
540-11-4336,East,Vermont,Male,55,1916 Indian Summer St,Griner,90182,Normal,Food and beverages,Credit card,114581
541-08-3113,South,Mississippi,Male,56,691 Indian Summer St,Griner,93184,Normal,Food and beverages,Cash,102134
541-48-8554,Midwest,Kansas,Male,47,309 E. Green Lake Court,Prarie View,99300,Normal,Sports and travel,Credit card,79549
541-89-9860,West,California,Female,46,1601 Gates Drive,Summerville,94122,Member,Fashion accessories,Cash,78985
542-41-0513,West,California,Female,36,1630 Morris St.,Hamburg,91239,Member,Electronic accessories,Cash,103899
544-32-5024,East,Rhode Island,Female,63,1603 E. Green Lake Court,Prarie View,93316,Member,Food and beverages,Credit card,94662
544-55-9589,South,Kentucky,Female,29,1054 Mill Pond Rd.,Heathen,96441,Member,Electronic accessories,Cash,34510
545-07-8534,Midwest,Iowa,Female,46,1311 Pierce Lane,Fallbrook,95754,Normal,Health and beauty,Ewallet,107919
545-46-3100,East,New Jersey,Female,67,1473 Hilldale Street,Wasburg,94028,Member,Electronic accessories,Credit card,57770
546-80-2899,South,Kentucky,Male,43,361 S. Shadow Brook Drive,Hampshire,92981,Member,Home and lifestyle,Ewallet,77069
548-46-9322,South,Kentucky,Male,27,976 Pierce Lane,Fallbrook,94735,Normal,Food and beverages,Credit card,41616
548-48-3156,South,Maryland,Female,47,1989 Pierce Lane,Fallbrook,99367,Member,Food and beverages,Cash,50754
549-03-9315,Midwest,Kansas,Male,63,1557 Brook St.,Glory View,96563,Normal,Fashion accessories,Ewallet,92410
549-23-9016,East,Vermont,Female,27,917 S. Shadow Brook Drive,Hampshire,91772,Member,Food and beverages,Credit card,102308
549-59-1358,South,Mississippi,Male,27,945 Pierce Lane,Fallbrook,98420,Member,Sports and travel,Ewallet,107817
549-84-7482,Midwest,Iowa,Female,22,163 West Lilac Lane,Greenview,96749,Normal,Sports and travel,Ewallet,104861
549-96-4200,East,Maine,Male,36,145 Brook St.,Glory View,99223,Member,Food and beverages,Ewallet,72718
550-84-8664,Midwest,South Dakota,Male,43,1602 Brookside Court,Berkshire,93472,Normal,Sports and travel,Credit card,86185
551-21-3069,West,Colorado,Female,62,2028 Sierra Rd.,Beaumont,91549,Normal,Electronic accessories,Cash,61566
552-44-5977,South,Florida,Male,65,1194 E. Green Lake Court,Prarie View,92999,Member,Health and beauty,Credit card,33932
554-42-2417,Midwest,North Dakota,Female,49,151 Laurel Lane,Sunview,97974,Normal,Sports and travel,Cash,74730
554-53-3790,East,Rhode Island,Male,49,1761 E. Green Lake Court,Prarie View,95478,Normal,Sports and travel,Cash,115741
554-53-8700,West,Nevada,Male,62,542 Morris St.,Hamburg,95142,Member,Home and lifestyle,Cash,58113
556-41-6224,West,Nevada,Male,55,506 Princeton Rd.,Stamview,92068,Normal,Health and beauty,Credit card,50136
556-72-8512,Midwest,Kansas,Male,66,1431 Middle River Rd.,Orange,93286,Normal,Home and lifestyle,Cash,106266
556-86-3144,West,Utah,Female,66,1709 13th Dr.,Weatherton,99673,Member,Fashion accessories,Cash,53834
556-97-7101,West,California,Female,35,2395 Catherine St.,Hillsburg,98907,Normal,Electronic accessories,Cash,92468
558-60-5016,South,Maryland,Female,31,1019 Main Street,Plainview,95615,Normal,Home and lifestyle,Ewallet,67327
558-80-4082,South,Mississippi,Male,28,787 Hilldale Street,Wasburg,95397,Normal,Electronic accessories,Ewallet,109846
559-61-5987,Midwest,North Dakota,Female,24,368 Middle River Rd.,Orange,99508,Normal,Health and beauty,Cash,92020
559-98-9873,East,Vermont,Female,28,1321 Main Street,Plainview,96140,Member,Fashion accessories,Ewallet,110830
560-30-5617,West,Nevada,Female,45,998 Catherine St.,Hillsburg,96971,Normal,Sports and travel,Cash,117462
560-49-6611,South,Georgia,Female,28,1838 Mill Pond Rd.,Heathen,99355,Member,Sports and travel,Cash,107711
562-12-5430,Midwest,Iowa,Female,68,114 Laurel Lane,Sunview,91200,Member,Fashion accessories,Ewallet,81048
563-36-9814,East,Rhode Island,Male,70,225 Mill Pond Rd.,Heathen,99885,Member,Electronic accessories,Ewallet,44532
563-47-4072,Midwest,North Dakota,Female,30,1306 Hilldale Street,Wasburg,97809,Normal,Health and beauty,Cash,105541
563-91-7120,West,Arizona,Female,59,1647 S. Shadow Brook Drive,Hampshire,92693,Normal,Fashion accessories,Cash,93277
565-17-3836,Midwest,South Dakota,Female,29,2275 Pierce Lane,Fallbrook,94206,Member,Health and beauty,Cash,86367
565-67-6697,East,Vermont,Male,66,469 Princeton Rd.,Stamview,96919,Member,Home and lifestyle,Cash,93362
565-80-5980,South,Georgia,Female,67,1029 Gates Drive,Summerville,93722,Member,Home and lifestyle,Cash,89969
565-91-4567,West,Nevada,Male,36,119 Gates Drive,Summerville,92752,Normal,Health and beauty,Ewallet,75203
566-19-5475,West,Arizona,Male,63,1868 17th Dr.,Weatherton,99894,Normal,Fashion accessories,Cash,99876
566-71-1091,East,New York,Male,60,1525 Mill Pond Rd.,Heathen,99345,Normal,Fashion accessories,Cash,25657
568-88-3448,East,Vermont,Male,54,502 Princeton Rd.,Stamview,93085,Normal,Health and beauty,Ewallet,38285
568-90-5112,South,Kentucky,Male,67,151 E. Green Lake Court,Prarie View,95578,Normal,Health and beauty,Credit card,124575
569-71-4390,East,Vermont,Male,44,1294 Hilldale Street,Wasburg,91924,Normal,Sports and travel,Ewallet,90509
569-76-2760,Midwest,Iowa,Female,50,372 S. Harrison Dr,Cerritos,96477,Member,Sports and travel,Credit card,45622
571-94-0759,Midwest,Kansas,Female,50,2225 E. Green Lake Court,Prarie View,96462,Member,Food and beverages,Cash,43146
573-10-3877,East,New Jersey,Male,50,1223 Morris St.,Hamburg,94118,Member,Health and beauty,Credit card,99054
573-58-9734,East,New Jersey,Female,59,2064 Middle River Rd.,Orange,98356,Normal,Fashion accessories,Ewallet,79393
573-98-8548,Midwest,South Dakota,Female,59,227 Morris St.,Hamburg,97807,Member,Fashion accessories,Ewallet,41876
574-22-5561,West,Nevada,Female,60,420 West Lilac Lane,Greenview,95022,Member,Fashion accessories,Ewallet,80264
574-31-8277,South,Kentucky,Male,46,1080 E. Green Lake Court,Prarie View,98191,Member,Fashion accessories,Cash,107122
574-57-9721,Midwest,North Dakota,Male,26,113 Hilldale Street,Wasburg,92695,Normal,Food and beverages,Ewallet,86292
574-80-1489,Midwest,Iowa,Female,52,1187 Mill Pond Rd.,Heathen,98987,Member,Food and beverages,Ewallet,119510
575-30-8091,West,California,Male,51,1244 S. Elizabeth Dr.,Sunderlun,99991,Normal,Sports and travel,Ewallet,84293
575-67-1508,South,Maryland,Male,40,1037 S. Elizabeth Dr.,Sunderlun,95453,Normal,Electronic accessories,Ewallet,57012
576-31-4774,Midwest,Iowa,Female,44,492 Mill Pond Rd.,Heathen,98923,Normal,Health and beauty,Ewallet,117399
577-34-7579,South,Georgia,Male,61,2080 Catherine St.,Hillsburg,90498,Member,Food and beverages,Cash,108767
578-80-7669,East,Vermont,Male,22,698 S. Elizabeth Dr.,Sunderlun,97924,Normal,Sports and travel,Cash,118595
582-52-8065,East,Rhode Island,Female,68,505 Hilldale Street,Wasburg,96736,Normal,Fashion accessories,Cash,67449
583-41-4548,Midwest,South Dakota,Male,36,501 30th Dr.,Weatherton,99681,Normal,Home and lifestyle,Ewallet,38161
583-72-1480,South,Maryland,Male,46,2318 E. Green Lake Court,Prarie View,95247,Member,Electronic accessories,Ewallet,56901
584-66-4073,East,Maine,Male,57,319 Hilldale Street,Wasburg,98375,Normal,Fashion accessories,Ewallet,68484
584-86-7256,East,New Jersey,Male,70,2356 Hilldale Street,Wasburg,95840,Member,Sports and travel,Credit card,98872
585-03-5943,East,New Jersey,Male,29,140 Brookside Court,Berkshire,99106,Normal,Health and beauty,Ewallet,72190
585-11-6748,Midwest,North Dakota,Male,45,1138 Brookside Court,Berkshire,93752,Member,Sports and travel,Cash,50220
585-86-8361,West,Nevada,Female,41,1345 Hilldale Street,Wasburg,94819,Normal,Food and beverages,Credit card,28778
585-90-0249,Midwest,North Dakota,Male,37,1004 Main Street,Plainview,92213,Member,Electronic accessories,Ewallet,85746
586-25-0848,Midwest,Iowa,Female,33,1394 Pierce Lane,Fallbrook,91916,Normal,Sports and travel,Credit card,91035
587-03-7455,South,Maryland,Female,62,595 Pierce Lane,Fallbrook,97339,Member,Fashion accessories,Ewallet,91242
587-73-4862,West,California,Female,57,1994 S. Shadow Brook Drive,Hampshire,95476,Member,Health and beauty,Ewallet,72682
588-01-7461,South,Kentucky,Female,51,591 Middle River Rd.,Orange,90653,Normal,Food and beverages,Cash,39198
588-47-8641,Midwest,South Dakota,Male,43,884 Gates Drive,Summerville,96677,Member,Fashion accessories,Ewallet,109402
589-02-8023,South,Maryland,Male,59,474 Mill Pond Rd.,Heathen,99524,Member,Food and beverages,Credit card,87525
590-83-4591,South,Georgia,Male,28,180 Princeton Rd.,Stamview,98660,Member,Electronic accessories,Credit card,58951
592-34-6155,East,Rhode Island,Male,35,1059 Laurel Lane,Sunview,93006,Normal,Food and beverages,Ewallet,70514
592-46-1692,East,Maine,Female,50,917 S. Shadow Brook Drive,Hampshire,91243,Member,Food and beverages,Cash,88517
593-08-5916,South,Georgia,Female,48,1122 Sierra Rd.,Beaumont,93366,Normal,Fashion accessories,Credit card,114846
593-14-4239,East,Rhode Island,Female,53,2117 S. Harrison Dr,Cerritos,94886,Normal,Home and lifestyle,Ewallet,64589
593-65-1552,East,New Jersey,Female,26,1883 West Lilac Lane,Greenview,95180,Normal,Home and lifestyle,Credit card,50740
593-95-4461,Midwest,Iowa,Male,61,1426 Main Street,Plainview,93238,Member,Home and lifestyle,Cash,49771
594-34-4444,West,California,Male,48,188 8th Dr.,Weatherton,90385,Normal,Electronic accessories,Ewallet,75761
595-11-5460,South,Mississippi,Male,31,267 Princeton Rd.,Stamview,90240,Normal,Health and beauty,Credit card,35901
595-27-4851,Midwest,South Dakota,Female,44,1964 Mill Pond Rd.,Heathen,96341,Normal,Fashion accessories,Ewallet,95057
595-86-2894,East,New Jersey,Male,59,404 Brook St.,Glory View,91637,Member,Fashion accessories,Ewallet,27094
595-94-9924,South,Mississippi,Female,46,236 Sierra Rd.,Beaumont,93120,Member,Health and beauty,Credit card,52037
596-42-3999,West,Colorado,Male,35,1140 West Lilac Lane,Greenview,98567,Normal,Food and beverages,Credit card,84447
597-78-7908,South,Maryland,Male,35,1936 10th Dr.,Weatherton,98328,Normal,Fashion accessories,Cash,89098
598-06-7312,East,New Jersey,Male,39,192 Pierce Lane,Fallbrook,91918,Member,Fashion accessories,Cash,52229
598-47-9715,East,New Jersey,Male,27,482 Laurel Lane,Sunview,97708,Normal,Electronic accessories,Ewallet,36380
600-38-9738,Midwest,Iowa,Male,40,312 S. Elizabeth Dr.,Sunderlun,91032,Member,Sports and travel,Credit card,98213
602-16-6955,Midwest,Iowa,Female,56,1007 Hilldale Street,Wasburg,94317,Normal,Sports and travel,Ewallet,90395
602-80-9671,East,New York,Female,26,1714 West Lilac Lane,Greenview,94594,Member,Home and lifestyle,Credit card,36964
603-07-0961,Midwest,South Dakota,Male,67,1240 Laurel Lane,Sunview,96425,Member,Electronic accessories,Cash,116265
604-70-6476,West,Arizona,Male,41,129 E. Green Lake Court,Prarie View,98035,Member,Fashion accessories,Ewallet,59061
605-03-2706,West,Nevada,Female,66,2104 Middle River Rd.,Orange,98844,Normal,Health and beauty,Cash,104373
605-72-4132,Midwest,Wisconsin,Female,58,2382 Morris St.,Hamburg,93349,Normal,Food and beverages,Cash,115229
605-83-1050,South,Mississippi,Male,60,1491 43rd Dr.,Weatherton,96578,Normal,Fashion accessories,Ewallet,79960
606-80-4905,West,California,Female,53,1817 Indian Summer St,Griner,94212,Member,Sports and travel,Credit card,103811
607-65-2441,South,Kentucky,Male,53,638 40th Dr.,Weatherton,93809,Member,Health and beauty,Credit card,48153
607-76-6216,East,Vermont,Female,34,2319 Mill Pond Rd.,Heathen,99926,Member,Fashion accessories,Credit card,55632
608-04-3797,Midwest,Wisconsin,Female,55,1127 Mill Pond Rd.,Heathen,94915,Member,Health and beauty,Ewallet,53178
608-05-3804,West,Nevada,Male,46,1497 Laurel Lane,Sunview,99886,Member,Electronic accessories,Cash,52598
608-27-6295,East,Vermont,Male,70,1690 Princeton Rd.,Stamview,96371,Member,Electronic accessories,Credit card,96124
608-96-3517,West,Nevada,Female,61,631 Gates Drive,Summerville,93019,Member,Fashion accessories,Credit card,76474
609-81-8548,West,Arizona,Female,24,1689 Sierra Rd.,Beaumont,99845,Member,Home and lifestyle,Credit card,73446
610-46-4100,South,Kentucky,Male,39,1990 Catherine St.,Hillsburg,90635,Normal,Health and beauty,Credit card,71410
612-36-5536,Midwest,Iowa,Male,61,1928 Indian Summer St,Griner,95332,Member,Food and beverages,Credit card,68578
613-59-9758,South,Maryland,Female,28,2214 Middle River Rd.,Orange,91996,Normal,Sports and travel,Cash,63996
616-24-2851,South,Florida,Female,31,405 Mill Pond Rd.,Heathen,94462,Member,Fashion accessories,Ewallet,37654
616-87-0016,Midwest,Kansas,Male,52,2210 Princeton Rd.,Stamview,91968,Normal,Fashion accessories,Credit card,62395
617-15-4209,East,New Jersey,Male,57,1887 Pierce Lane,Fallbrook,99940,Member,Health and beauty,Cash,116477
618-34-8551,South,Florida,Female,68,1469 Main Street,Plainview,91731,Normal,Sports and travel,Credit card,60012
620-02-2046,West,Colorado,Male,38,323 Sierra Rd.,Beaumont,97048,Normal,Home and lifestyle,Ewallet,36180
622-20-1945,West,Nevada,Female,29,291 Morris St.,Hamburg,93127,Normal,Health and beauty,Cash,87666
624-01-8356,West,Colorado,Female,36,1119 West Lilac Lane,Greenview,90066,Normal,Home and lifestyle,Credit card,38775
626-43-7888,East,Maine,Female,48,1147 Indian Summer St,Griner,95335,Normal,Fashion accessories,Ewallet,60739
627-95-3243,West,Utah,Female,68,1691 West Lilac Lane,Greenview,93394,Member,Home and lifestyle,Ewallet,35084
628-34-3388,West,Arizona,Male,40,674 Main Street,Plainview,91300,Normal,Fashion accessories,Credit card,28050
628-90-8624,East,Rhode Island,Male,57,2059 E. Green Lake Court,Prarie View,99640,Member,Health and beauty,Cash,61962
629-42-4133,South,Maryland,Male,25,1597 Indian Summer St,Griner,91334,Normal,Health and beauty,Cash,115961
630-74-5166,East,Vermont,Male,41,841 E. Green Lake Court,Prarie View,92469,Normal,Sports and travel,Cash,58427
631-34-1880,East,Vermont,Male,22,742 Middle River Rd.,Orange,98886,Member,Food and beverages,Credit card,122444
631-41-3108,West,Nevada,Male,65,457 Sierra Rd.,Beaumont,95269,Normal,Home and lifestyle,Credit card,76944
632-32-4574,South,Georgia,Male,58,1480 28th Dr.,Weatherton,95875,Normal,Sports and travel,Cash,25778
632-90-0281,South,Florida,Female,27,1487 Catherine St.,Hillsburg,90799,Normal,Fashion accessories,Credit card,93330
633-09-3463,South,Mississippi,Female,33,1040 Brook St.,Glory View,94236,Normal,Electronic accessories,Credit card,45253
633-44-8566,Midwest,Iowa,Male,23,1855 E. Green Lake Court,Prarie View,99556,Member,Food and beverages,Credit card,70987
633-91-1052,Midwest,Iowa,Female,29,708 Princeton Rd.,Stamview,98037,Normal,Home and lifestyle,Cash,86455
634-97-8956,West,Nevada,Male,64,2323 Hilldale Street,Wasburg,94469,Normal,Food and beverages,Credit card,100811
635-28-5728,South,Kentucky,Male,58,1018 Hilldale Street,Wasburg,95992,Normal,Health and beauty,Ewallet,102513
635-40-6220,South,Georgia,Male,56,860 Laurel Lane,Sunview,98042,Normal,Health and beauty,Ewallet,50559
636-17-0325,East,New Jersey,Male,61,1726 Hilldale Street,Wasburg,98401,Normal,Health and beauty,Cash,100862
636-48-8204,South,Kentucky,Male,36,1747 S. Shadow Brook Drive,Hampshire,93740,Normal,Electronic accessories,Ewallet,79580
636-98-3364,South,Florida,Female,46,1325 S. Elizabeth Dr.,Sunderlun,97966,Member,Electronic accessories,Ewallet,55283
638-60-7125,West,Nevada,Female,52,905 Indian Summer St,Griner,97066,Normal,Electronic accessories,Credit card,54721
639-76-1242,South,Florida,Male,58,453 Indian Summer St,Griner,92233,Normal,Food and beverages,Cash,26676
640-48-5028,South,Georgia,Female,31,575 Pierce Lane,Fallbrook,95613,Member,Home and lifestyle,Cash,31248
640-49-2076,East,Vermont,Male,60,1781 Mill Pond Rd.,Heathen,97092,Normal,Sports and travel,Cash,44978
641-43-2399,West,Nevada,Male,42,1139 Princeton Rd.,Stamview,99530,Normal,Home and lifestyle,Ewallet,92571
641-51-2661,South,Florida,Female,48,1618 S. Shadow Brook Drive,Hampshire,94320,Member,Food and beverages,Credit card,56751
641-62-7288,East,New Jersey,Male,40,1114 Gates Drive,Summerville,90724,Normal,Home and lifestyle,Ewallet,55267
641-96-3695,Midwest,Kansas,Female,47,108 S. Elizabeth Dr.,Sunderlun,93768,Member,Fashion accessories,Ewallet,48408
642-30-6693,West,Nevada,Female,68,2021 S. Shadow Brook Drive,Hampshire,98808,Normal,Sports and travel,Ewallet,46617
642-32-2990,Midwest,North Dakota,Female,51,1312 Brook St.,Glory View,92180,Normal,Food and beverages,Ewallet,82850
642-61-4706,East,Vermont,Male,65,2395 Hilldale Street,Wasburg,98830,Member,Food and beverages,Cash,81112
643-38-7867,South,Kentucky,Male,39,1048 Laurel Lane,Sunview,99181,Normal,Home and lifestyle,Ewallet,47675
645-44-1170,West,Arizona,Male,47,252 Princeton Rd.,Stamview,94161,Member,Home and lifestyle,Ewallet,67136
645-78-8093,East,New Jersey,Female,36,2171 15th Dr.,Weatherton,96290,Normal,Sports and travel,Ewallet,41222
647-50-1224,East,Rhode Island,Female,64,747 Main Street,Plainview,97737,Normal,Fashion accessories,Ewallet,107704
648-83-1321,West,Nevada,Male,27,2160 E. Green Lake Court,Prarie View,90970,Member,Home and lifestyle,Cash,104544
648-94-3045,Midwest,North Dakota,Male,61,1752 Brook St.,Glory View,97563,Normal,Health and beauty,Ewallet,71977
649-11-3678,West,Colorado,Female,60,673 Indian Summer St,Griner,97150,Normal,Food and beverages,Cash,100545
649-29-6775,South,Georgia,Male,43,1657 Main Street,Plainview,95129,Normal,Fashion accessories,Cash,92670
650-98-6268,West,Utah,Female,57,2195 E. Green Lake Court,Prarie View,93412,Member,Food and beverages,Credit card,43949
651-61-0874,East,Vermont,Male,30,1086 Morris St.,Hamburg,97289,Normal,Home and lifestyle,Credit card,37181
651-88-7328,South,Maryland,Female,60,1520 E. Green Lake Court,Prarie View,97103,Normal,Fashion accessories,Cash,112140
651-96-5970,South,Maryland,Male,29,378 Gates Drive,Summerville,91026,Normal,Fashion accessories,Credit card,111626
652-43-6591,Midwest,South Dakota,Female,51,1074 41st Dr.,Weatherton,91448,Normal,Fashion accessories,Credit card,113620
652-49-6720,Midwest,Kansas,Female,46,1732 Brookside Court,Berkshire,94901,Member,Electronic accessories,Ewallet,87783
655-07-2265,East,New York,Male,54,929 Hilldale Street,Wasburg,99489,Normal,Electronic accessories,Ewallet,51662
655-85-5130,West,California,Female,60,2401 Sierra Rd.,Beaumont,98034,Member,Fashion accessories,Cash,83817
656-16-1063,Midwest,South Dakota,Male,35,2245 Princeton Rd.,Stamview,98513,Normal,Sports and travel,Credit card,66277
656-95-9349,East,Vermont,Female,44,702 Catherine St.,Hillsburg,93576,Member,Health and beauty,Credit card,77919
658-66-3967,East,Vermont,Male,47,1948 Mill Pond Rd.,Heathen,92320,Normal,Health and beauty,Ewallet,61596
659-36-1684,Midwest,South Dakota,Male,33,472 Morris St.,Hamburg,91143,Member,Sports and travel,Credit card,36436
659-65-8956,West,Arizona,Male,33,1727 Laurel Lane,Sunview,98275,Member,Fashion accessories,Ewallet,68803
660-29-7083,West,Colorado,Male,66,851 Brook St.,Glory View,92726,Normal,Electronic accessories,Cash,94265
662-47-5456,West,Utah,Male,57,853 Hilldale Street,Wasburg,90397,Member,Fashion accessories,Credit card,53695
662-72-2873,South,Kentucky,Female,28,1479 Pierce Lane,Fallbrook,92747,Normal,Food and beverages,Ewallet,46611
663-86-9076,Midwest,Kansas,Female,60,103 Middle River Rd.,Orange,96063,Member,Food and beverages,Ewallet,79889
664-14-2882,West,Colorado,Female,43,2310 E. Green Lake Court,Prarie View,99679,Member,Home and lifestyle,Credit card,69392
665-32-9167,Midwest,South Dakota,Female,69,1519 Middle River Rd.,Orange,92031,Member,Health and beauty,Credit card,100100
665-63-9737,West,Colorado,Male,43,1929 S. Elizabeth Dr.,Sunderlun,93001,Normal,Fashion accessories,Ewallet,110512
667-23-5919,South,Mississippi,Female,58,835 22nd Dr.,Weatherton,92702,Member,Fashion accessories,Ewallet,62003
667-92-0055,East,New Jersey,Male,68,602 S. Shadow Brook Drive,Hampshire,91904,Member,Health and beauty,Ewallet,121694
668-90-8900,Midwest,North Dakota,Female,54,209 S. Harrison Dr,Cerritos,92395,Normal,Home and lifestyle,Credit card,29596
669-54-1719,East,New York,Male,65,647 Middle River Rd.,Orange,91843,Member,Electronic accessories,Credit card,34934
670-71-7306,West,Arizona,Male,62,817 Laurel Lane,Sunview,91717,Normal,Sports and travel,Credit card,39277
670-79-6321,South,Florida,Female,57,941 Sierra Rd.,Beaumont,92383,Member,Home and lifestyle,Credit card,116729
